Student_ID,Math_Score,Science_Score,English_Score,Extracurricular_Score,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Percentage,Career_Field,Subfield,Career_Subfield
977,81,94,71,6,7,10,7,8,3,79,Doctor,Orthopedics,Doctor → Orthopedics
978,86,96,73,5,10,8,6,7,5,80,Scientist,Research,Scientist → Research
979,66,76,83,9,9,9,9,9,3,77,Teacher,Mathematics,Teacher → Mathematics
980,76,75,90,7,10,5,8,8,3,77,Designer,Graphic Design,Designer → Graphic Design
981,75,84,65,4,9,8,7,8,5,69,IT Professional,Cybersecurity,IT Professional → Cybersecurity
982,76,71,80,8,6,10,8,5,5,76,Lawyer,IP Law,Lawyer → IP Law
983,88,92,67,3,9,8,4,5,4,73,Scientist,Research,Scientist → Research
984,81,85,78,7,9,8,5,8,3,79,Scientist,Physics,Scientist → Physics
985,89,80,75,8,9,8,9,9,5,82,Teacher,Administration,Teacher → Administration
986,75,100,74,3,7,9,6,9,5,74,Doctor,Cardiology,Doctor → Cardiology
987,80,92,90,5,6,8,6,8,4,80,Doctor,General Medicine,Doctor → General Medicine
988,89,91,82,5,6,8,6,7,4,81,Engineer,Mechanical,Engineer → Mechanical
989,94,96,90,6,6,8,8,10,2,86,Doctor,Orthopedics,Doctor → Orthopedics
990,76,65,75,6,7,9,9,8,4,68,Teacher,Science,Teacher → Science
991,75,82,79,5,8,9,6,10,2,73,Teacher,Science,Teacher → Science
992,72,65,87,6,7,8,7,8,6,70,Lawyer,IP Law,Lawyer → IP Law
993,71,80,81,6,9,10,7,8,4,74,Lawyer,Environmental Law,Lawyer → Environmental Law
994,79,71,85,10,9,7,7,8,4,81,Designer,Architecture,Designer → Architecture
995,75,80,65,6,8,7,5,7,6,71,IT Professional,Software Development,IT Professional → Software Development
996,75,79,80,8,10,7,8,7,3,77,Teacher,Science,Teacher → Science
997,67,75,78,7,10,7,7,9,3,72,Designer,UI/UX,Designer → UI/UX
998,87,72,70,9,8,8,9,9,6,80,Business,Finance,Business → Finance
999,95,93,88,6,9,10,8,9,2,86,Doctor,Pediatrics,Doctor → Pediatrics
1000,66,75,76,8,8,7,6,7,5,74,Designer,Graphic Design,Designer → Graphic Design
1001,93,90,83,4,9,9,5,6,3,78,Scientist,Data Science,Scientist → Data Science
1002,92,85,72,4,8,7,5,8,4,76,Scientist,Chemistry,Scientist → Chemistry
1003,95,88,69,8,10,7,5,8,5,85,IT Professional,Cybersecurity,IT Professional → Cybersecurity
1004,83,100,69,7,8,7,6,8,5,82,Scientist,Research,Scientist → Research
1005,62,52,83,10,8,7,6,8,5,71,Designer,Architecture,Designer → Architecture
1006,87,90,76,5,6,10,5,9,3,78,Doctor,Neurosurgery,Doctor → Neurosurgery
1007,90,88,79,8,8,8,5,7,2,85,Doctor,Neurosurgery,Doctor → Neurosurgery
1008,100,93,70,3,9,10,6,6,3,78,Scientist,Chemistry,Scientist → Chemistry
1009,88,80,85,6,9,9,7,7,5,79,Engineer,Electrical,Engineer → Electrical
1010,65,78,84,8,9,10,8,10,5,75,Teacher,Administration,Teacher → Administration
1011,83,89,65,7,10,9,7,7,3,79,Scientist,Chemistry,Scientist → Chemistry
1012,95,95,85,4,6,7,4,6,6,83,Engineer,Mechanical,Engineer → Mechanical
1013,95,80,72,6,6,7,6,6,4,78,Engineer,Aerospace,Engineer → Aerospace
1014,89,79,85,5,10,7,6,6,5,78,IT Professional,UI/UX,IT Professional → UI/UX
1015,71,73,87,4,6,10,6,7,5,69,Lawyer,Public Interest,Lawyer → Public Interest
1016,66,66,70,9,8,7,6,6,5,71,Designer,Fashion,Designer → Fashion
1017,64,54,70,7,10,7,6,7,6,64,Designer,Fashion,Designer → Fashion
1018,64,53,79,7,9,7,6,7,3,65,Designer,Industrial,Designer → Industrial
1019,65,70,87,7,7,10,8,6,5,72,Business,Management,Business → Management
1020,90,90,76,4,8,9,7,7,5,78,IT Professional,Cybersecurity,IT Professional → Cybersecurity
1021,95,85,84,8,8,8,7,10,2,87,Doctor,General Medicine,Doctor → General Medicine
1022,92,90,70,3,9,8,7,5,2,75,Engineer,Electrical,Engineer → Electrical
1023,75,85,71,5,7,10,7,9,5,72,Doctor,Orthopedics,Doctor → Orthopedics
1024,84,55,87,10,7,9,8,8,3,79,Business,Management,Business → Management
1025,75,81,90,7,7,7,9,7,5,78,Teacher,Special Education,Teacher → Special Education
1026,89,94,90,7,6,10,8,7,2,88,Doctor,Psychiatry,Doctor → Psychiatry
1027,60,54,70,9,10,6,6,9,7,66,Designer,Fashion,Designer → Fashion
1028,70,65,95,5,6,10,9,7,3,70,Lawyer,Corporate Law,Lawyer → Corporate Law
1029,73,85,89,6,9,7,8,8,3,77,Teacher,Special Education,Teacher → Special Education
1030,92,83,73,5,6,9,6,6,5,76,Engineer,Aerospace,Engineer → Aerospace
1031,74,72,86,5,9,10,7,7,5,72,Lawyer,Corporate Law,Lawyer → Corporate Law
1032,88,83,75,8,9,8,6,6,5,81,IT Professional,UI/UX,IT Professional → UI/UX
1033,73,63,76,6,6,7,9,9,6,69,Business,Finance,Business → Finance
1034,78,100,72,8,6,9,5,9,4,84,Doctor,Orthopedics,Doctor → Orthopedics
1035,88,90,60,6,9,8,4,6,4,77,Engineer,Chemical,Engineer → Chemical
1036,94,96,73,4,9,8,6,7,4,79,Engineer,Aerospace,Engineer → Aerospace
1037,75,54,74,7,9,6,7,8,4,67,Designer,UI/UX,Designer → UI/UX
1038,100,93,84,4,6,8,6,6,5,82,Engineer,Chemical,Engineer → Chemical
1039,65,66,81,5,8,10,6,8,4,66,Lawyer,IP Law,Lawyer → IP Law
1040,85,91,68,6,10,9,4,6,4,79,Scientist,Chemistry,Scientist → Chemistry
1041,85,89,74,5,8,8,5,8,4,77,Engineer,Computer Science,Engineer → Computer Science
1042,91,86,65,5,9,10,6,6,5,76,Scientist,Physics,Scientist → Physics
1043,76,66,95,9,6,9,8,7,3,81,Business,Consulting,Business → Consulting
1044,74,70,95,6,6,8,9,9,5,74,Business,Finance,Business → Finance
1045,92,70,71,6,7,6,6,7,4,74,IT Professional,DevOps,IT Professional → DevOps
1046,56,66,75,10,8,6,7,6,5,72,Designer,Fashion,Designer → Fashion
1047,90,71,79,5,8,8,4,6,6,75,IT Professional,AI/ML,IT Professional → AI/ML
1048,98,95,76,3,9,10,5,6,3,79,Scientist,Chemistry,Scientist → Chemistry
1049,87,75,93,8,7,10,8,7,5,84,Teacher,Special Education,Teacher → Special Education
1050,74,60,84,5,7,9,7,7,4,68,Lawyer,Family Law,Lawyer → Family Law
1051,95,88,79,6,8,6,6,5,4,83,IT Professional,Cybersecurity,IT Professional → Cybersecurity
1052,100,83,85,6,8,9,5,7,2,83,Engineer,Electrical,Engineer → Electrical
1053,65,72,87,5,9,7,6,10,4,68,Teacher,Special Education,Teacher → Special Education
1054,68,77,90,8,9,10,8,7,5,78,Lawyer,Public Interest,Lawyer → Public Interest
1055,80,91,75,7,9,8,7,6,5,80,Scientist,Research,Scientist → Research
1056,90,85,90,5,8,8,6,9,3,80,Doctor,Cardiology,Doctor → Cardiology
1057,68,50,78,10,10,7,6,6,6,71,Designer,Architecture,Designer → Architecture
1058,74,79,95,6,8,10,6,9,3,76,Teacher,Elementary,Teacher → Elementary
1059,81,98,78,7,9,7,7,6,5,84,Scientist,Research,Scientist → Research
1060,99,97,85,5,9,8,6,6,5,87,Engineer,Chemical,Engineer → Chemical
1061,76,81,95,8,8,8,9,8,4,81,Teacher,Special Education,Teacher → Special Education
1062,81,61,98,8,6,9,8,8,5,78,Lawyer,IP Law,Lawyer → IP Law
1063,65,79,80,6,9,8,7,7,4,71,Lawyer,Corporate Law,Lawyer → Corporate Law
1064,84,83,79,7,10,8,6,8,4,79,IT Professional,DevOps,IT Professional → DevOps
1065,62,60,79,9,8,7,7,8,6,70,Designer,Game Design,Designer → Game Design
1066,88,100,75,6,8,9,6,10,2,83,Doctor,Pediatrics,Doctor → Pediatrics
1067,97,84,80,5,7,7,5,5,5,81,Engineer,Electrical,Engineer → Electrical
1068,95,100,81,5,6,9,5,8,2,85,Doctor,Neurosurgery,Doctor → Neurosurgery
1069,70,80,92,7,8,9,8,7,3,78,Lawyer,Corporate Law,Lawyer → Corporate Law
1070,91,78,77,5,7,6,8,8,4,77,IT Professional,Software Development,IT Professional → Software Development
1071,100,91,80,3,8,8,7,8,4,79,Engineer,Computer Science,Engineer → Computer Science
1072,88,98,81,5,7,8,6,6,5,81,Engineer,Mechanical,Engineer → Mechanical
1073,92,97,78,6,9,9,6,6,4,84,Scientist,Data Science,Scientist → Data Science
1074,87,85,69,6,7,7,5,8,7,78,IT Professional,DevOps,IT Professional → DevOps
1075,83,70,75,7,10,8,6,5,5,75,IT Professional,Software Development,IT Professional → Software Development
1076,76,65,86,5,9,8,7,7,4,69,Lawyer,IP Law,Lawyer → IP Law
1077,55,54,70,9,8,6,6,6,7,65,Designer,Graphic Design,Designer → Graphic Design
1078,85,98,60,5,8,8,4,6,4,76,Engineer,Mechanical,Engineer → Mechanical
1079,75,91,83,7,6,8,6,8,3,81,Doctor,Pediatrics,Doctor → Pediatrics
1080,89,96,80,7,8,9,7,8,3,86,Scientist,Research,Scientist → Research
1081,95,90,82,8,10,8,4,6,5,88,IT Professional,AI/ML,IT Professional → AI/ML
1082,91,85,71,6,8,8,7,6,5,79,Scientist,Research,Scientist → Research
1083,65,59,80,9,10,6,6,7,5,72,Designer,Graphic Design,Designer → Graphic Design
1084,100,95,65,5,10,9,4,5,3,81,Scientist,Chemistry,Scientist → Chemistry
1085,80,50,74,10,10,6,6,6,4,73,Designer,Fashion,Designer → Fashion
1086,76,78,83,6,7,6,6,8,7,75,IT Professional,Cybersecurity,IT Professional → Cybersecurity
1087,87,92,85,7,7,9,6,9,4,84,Doctor,General Medicine,Doctor → General Medicine
1088,80,86,70,7,6,10,7,7,3,77,Doctor,Neurosurgery,Doctor → Neurosurgery
1089,100,89,70,4,8,8,5,6,3,78,Engineer,Aerospace,Engineer → Aerospace
1090,95,90,84,4,6,8,6,7,4,81,Doctor,Orthopedics,Doctor → Orthopedics
1091,79,73,83,5,10,7,5,7,6,72,IT Professional,Cybersecurity,IT Professional → Cybersecurity
1092,86,98,75,3,9,8,6,8,2,76,Engineer,Electrical,Engineer → Electrical
1093,65,58,79,9,7,9,8,9,5,71,Business,Marketing,Business → Marketing
1094,91,86,75,5,8,7,5,8,2,78,Scientist,Chemistry,Scientist → Chemistry
1095,74,78,84,7,6,9,7,5,5,75,Lawyer,Family Law,Lawyer → Family Law
1096,84,94,75,5,8,9,7,5,3,78,Scientist,Biology,Scientist → Biology
1097,73,60,87,10,8,7,7,9,4,77,Designer,Architecture,Designer → Architecture
1098,93,91,88,6,7,10,5,8,4,84,Doctor,Psychiatry,Doctor → Psychiatry
1099,72,70,85,8,8,7,9,8,5,75,Business,Operations,Business → Operations
1100,91,88,69,4,6,10,6,6,6,75,Engineer,Computer Science,Engineer → Computer Science
1101,95,81,75,6,7,8,8,7,4,80,IT Professional,Data Science,IT Professional → Data Science
1102,80,94,66,3,10,9,6,7,2,71,Scientist,Data Science,Scientist → Data Science
1103,94,91,76,4,7,9,7,8,3,79,Doctor,Orthopedics,Doctor → Orthopedics
1104,61,59,82,10,8,5,6,8,5,72,Designer,Fashion,Designer → Fashion
1105,81,75,90,8,8,8,8,7,4,81,Lawyer,Environmental Law,Lawyer → Environmental Law
1106,82,76,78,9,9,10,8,9,2,81,Teacher,Elementary,Teacher → Elementary
1107,88,91,73,5,8,9,6,6,2,78,Scientist,Biology,Scientist → Biology
1108,93,90,74,3,9,9,4,7,4,76,Engineer,Electrical,Engineer → Electrical
1109,98,98,75,3,7,10,4,7,6,80,Engineer,Aerospace,Engineer → Aerospace
1110,86,82,72,4,6,10,4,6,4,73,Engineer,Mechanical,Engineer → Mechanical
1111,85,80,82,5,9,10,4,8,5,77,Engineer,Chemical,Engineer → Chemical
1112,55,62,90,8,10,7,8,9,5,69,Designer,Game Design,Designer → Game Design
1113,85,81,70,7,7,8,7,6,5,78,IT Professional,Data Science,IT Professional → Data Science
1114,70,65,76,6,8,8,8,9,4,68,Business,Management,Business → Management
1115,78,64,82,9,8,8,10,9,5,76,Business,Entrepreneurship,Business → Entrepreneurship
1116,85,95,85,4,9,10,6,9,2,79,Doctor,General Medicine,Doctor → General Medicine
1117,88,89,76,4,7,6,5,6,4,76,IT Professional,Data Science,IT Professional → Data Science
1118,100,100,82,4,9,7,7,6,3,84,Scientist,Research,Scientist → Research
1119,90,75,76,5,9,8,6,10,4,75,Teacher,Elementary,Teacher → Elementary
1120,95,90,77,4,10,7,6,8,5,79,IT Professional,Software Development,IT Professional → Software Development
1121,79,62,97,6,8,8,7,6,3,75,Lawyer,Criminal Law,Lawyer → Criminal Law
1122,90,85,64,7,8,9,4,6,4,79,Engineer,Chemical,Engineer → Chemical
1123,84,65,89,6,6,7,7,9,4,74,Business,Consulting,Business → Consulting
1124,79,84,70,7,10,9,6,7,6,76,IT Professional,UI/UX,IT Professional → UI/UX
1125,88,98,70,6,7,8,7,6,4,83,Engineer,Aerospace,Engineer → Aerospace
1126,87,90,85,6,9,8,5,7,5,81,IT Professional,UI/UX,IT Professional → UI/UX
1127,68,50,84,8,10,6,7,9,5,68,Designer,Graphic Design,Designer → Graphic Design
1128,84,69,88,8,7,10,7,5,5,79,Lawyer,Environmental Law,Lawyer → Environmental Law
1129,80,70,74,6,9,8,7,8,7,71,IT Professional,Cybersecurity,IT Professional → Cybersecurity
1130,89,87,76,8,10,7,8,6,5,84,IT Professional,Data Science,IT Professional → Data Science
1131,79,99,86,7,9,9,7,7,5,84,Doctor,Pediatrics,Doctor → Pediatrics
1132,72,63,85,5,7,10,6,8,4,67,Lawyer,Family Law,Lawyer → Family Law
1133,94,90,65,4,8,7,6,6,5,77,IT Professional,UI/UX,IT Professional → UI/UX
1134,78,85,94,9,9,10,7,10,4,86,Teacher,Mathematics,Teacher → Mathematics
1135,62,69,70,10,9,8,8,8,4,73,Designer,Game Design,Designer → Game Design
1136,62,59,90,8,10,7,7,7,3,70,Designer,Industrial,Designer → Industrial
1137,83,90,80,5,9,9,7,9,5,78,Teacher,Elementary,Teacher → Elementary
1138,83,68,95,9,8,8,8,8,6,83,Business,Consulting,Business → Consulting
1139,91,89,73,7,10,9,4,7,5,82,Scientist,Biology,Scientist → Biology
1140,95,95,81,8,8,9,6,9,5,89,Doctor,Pediatrics,Doctor → Pediatrics
1141,78,81,73,7,8,9,4,8,4,76,IT Professional,UI/UX,IT Professional → UI/UX
1142,55,50,77,9,8,5,8,8,6,64,Designer,Game Design,Designer → Game Design
1143,90,78,78,8,8,9,9,8,4,81,Business,Finance,Business → Finance
1144,79,80,84,8,6,9,10,7,4,80,Business,Operations,Business → Operations
1145,63,65,74,8,8,6,8,6,6,69,Designer,Industrial,Designer → Industrial
1146,76,90,81,5,10,9,5,8,4,75,IT Professional,UI/UX,IT Professional → UI/UX
1147,76,73,82,8,7,10,7,7,4,77,Teacher,Elementary,Teacher → Elementary
1148,75,90,72,5,10,8,5,7,7,75,IT Professional,DevOps,IT Professional → DevOps
1149,90,85,85,5,6,10,8,8,4,80,Doctor,Neurosurgery,Doctor → Neurosurgery
1150,65,62,87,9,8,9,9,8,5,74,Business,Operations,Business → Operations
1151,70,69,75,6,8,9,7,9,4,68,Business,Operations,Business → Operations
1152,76,76,85,8,9,6,5,7,5,78,IT Professional,Software Development,IT Professional → Software Development
1153,89,85,75,4,10,8,6,5,4,75,Scientist,Biology,Scientist → Biology
1154,87,95,81,3,10,8,4,7,3,77,Scientist,Chemistry,Scientist → Chemistry
1155,89,96,85,7,9,9,8,8,5,87,Doctor,General Medicine,Doctor → General Medicine
1156,86,65,86,10,7,10,8,6,3,82,Business,Consulting,Business → Consulting
1157,88,55,73,7,7,9,9,8,5,71,Business,Marketing,Business → Marketing
1158,70,73,78,9,8,9,9,9,4,77,Teacher,English,Teacher → English
1159,70,76,91,7,8,10,8,5,6,77,Lawyer,Public Interest,Lawyer → Public Interest
1160,67,71,96,4,8,8,9,5,5,70,Lawyer,IP Law,Lawyer → IP Law
1161,90,92,70,6,7,9,7,7,4,80,Engineer,Mechanical,Engineer → Mechanical
1162,77,71,84,7,9,7,6,8,6,75,IT Professional,Data Science,IT Professional → Data Science
1163,65,54,83,9,8,7,7,7,7,70,Designer,Industrial,Designer → Industrial
1164,95,100,71,3,7,10,6,9,4,79,Doctor,Psychiatry,Doctor → Psychiatry
1165,100,97,75,5,8,10,7,5,5,85,Scientist,Biology,Scientist → Biology
1166,76,93,72,4,8,9,7,8,2,73,Doctor,Neurosurgery,Doctor → Neurosurgery
1167,87,100,77,6,9,10,5,5,5,84,Scientist,Data Science,Scientist → Data Science
1168,55,61,70,8,10,6,7,8,6,65,Designer,Industrial,Designer → Industrial
1169,98,94,75,5,9,9,6,6,5,82,Scientist,Environmental,Scientist → Environmental
1170,65,70,92,7,8,7,9,9,5,73,Teacher,Elementary,Teacher → Elementary
1171,85,83,84,7,8,8,4,6,6,81,Engineer,Computer Science,Engineer → Computer Science
1172,80,85,84,6,9,9,5,9,2,79,Doctor,Pediatrics,Doctor → Pediatrics
1173,55,56,80,8,8,5,6,7,7,65,Designer,Fashion,Designer → Fashion
1174,76,66,98,8,8,10,7,5,3,78,Lawyer,Corporate Law,Lawyer → Corporate Law
1175,88,81,67,3,8,7,6,7,2,71,Engineer,Mechanical,Engineer → Mechanical
1176,95,87,82,6,7,8,7,7,7,83,IT Professional,Software Development,IT Professional → Software Development
1177,72,50,83,7,8,8,7,6,5,68,Designer,Graphic Design,Designer → Graphic Design
1178,75,99,86,5,8,9,7,9,2,80,Doctor,Orthopedics,Doctor → Orthopedics
1179,84,100,82,6,6,9,7,8,2,84,Doctor,Neurosurgery,Doctor → Neurosurgery
1180,88,99,80,6,8,9,4,7,5,84,Scientist,Data Science,Scientist → Data Science
1181,95,86,83,4,9,9,7,8,4,79,Engineer,Civil,Engineer → Civil
1182,77,76,77,7,7,7,8,9,4,75,Teacher,Administration,Teacher → Administration
1183,79,74,80,7,9,9,5,8,4,75,IT Professional,AI/ML,IT Professional → AI/ML
1184,77,75,70,9,8,9,10,8,3,77,Business,Entrepreneurship,Business → Entrepreneurship
1185,73,61,86,8,6,8,6,6,6,73,Lawyer,Family Law,Lawyer → Family Law
1186,100,100,82,4,8,8,7,7,4,84,Scientist,Environmental,Scientist → Environmental
1187,62,75,70,9,9,7,7,8,4,73,Designer,Graphic Design,Designer → Graphic Design
1188,78,60,83,8,10,7,9,8,4,75,Designer,Fashion,Designer → Fashion
1189,89,100,87,6,8,9,5,10,4,87,Doctor,Pediatrics,Doctor → Pediatrics
1190,77,91,90,8,6,9,7,8,5,84,Doctor,Neurosurgery,Doctor → Neurosurgery
1191,84,59,86,6,9,9,7,8,5,72,Lawyer,Corporate Law,Lawyer → Corporate Law
1192,95,74,79,6,8,9,4,7,4,78,IT Professional,UI/UX,IT Professional → UI/UX
1193,74,80,80,4,7,9,6,8,4,70,Lawyer,IP Law,Lawyer → IP Law
1194,85,88,67,4,9,7,5,6,4,74,Engineer,Electrical,Engineer → Electrical
1195,77,59,80,5,7,10,9,5,3,67,Lawyer,Environmental Law,Lawyer → Environmental Law
1196,74,62,89,6,6,9,7,5,5,71,Lawyer,IP Law,Lawyer → IP Law
1197,81,80,89,8,10,10,8,8,2,83,Teacher,Administration,Teacher → Administration
1198,88,89,90,5,9,9,7,9,3,81,Doctor,Orthopedics,Doctor → Orthopedics
1199,100,83,75,4,8,7,4,7,2,78,Engineer,Chemical,Engineer → Chemical
1200,82,88,75,6,7,8,7,10,4,79,Teacher,Special Education,Teacher → Special Education
1201,95,92,78,5,8,10,5,9,4,81,Doctor,Orthopedics,Doctor → Orthopedics
1202,85,93,68,5,6,10,5,7,4,78,Engineer,Computer Science,Engineer → Computer Science
1203,77,56,92,8,6,9,6,6,5,74,Lawyer,IP Law,Lawyer → IP Law
1204,91,89,76,6,8,9,6,6,5,81,IT Professional,Software Development,IT Professional → Software Development
1205,89,81,76,3,7,10,5,5,5,73,Engineer,Civil,Engineer → Civil
1206,55,61,87,8,10,6,8,7,4,67,Designer,Architecture,Designer → Architecture
1207,96,100,79,4,10,10,6,8,5,83,Scientist,Environmental,Scientist → Environmental
1208,73,71,73,8,7,10,8,7,3,73,Business,Management,Business → Management
1209,67,78,95,6,9,10,9,8,5,75,Business,Finance,Business → Finance
1210,92,89,70,6,9,6,8,6,5,80,IT Professional,Data Science,IT Professional → Data Science
1211,95,85,81,4,6,10,7,8,5,79,Doctor,General Medicine,Doctor → General Medicine
1212,81,70,70,6,8,8,9,9,5,72,Business,Finance,Business → Finance
1213,76,65,87,6,7,8,7,10,2,72,Teacher,Mathematics,Teacher → Mathematics
1214,95,91,68,6,6,9,6,7,2,81,Engineer,Computer Science,Engineer → Computer Science
1215,75,100,86,8,9,8,7,8,3,86,Doctor,Psychiatry,Doctor → Psychiatry
1216,66,63,89,7,8,10,8,7,4,71,Lawyer,Public Interest,Lawyer → Public Interest
1217,83,80,94,6,6,9,9,6,3,80,Business,Management,Business → Management
1218,86,98,75,3,8,8,6,6,4,77,Engineer,Computer Science,Engineer → Computer Science
1219,69,52,73,8,9,6,7,7,4,67,Designer,UI/UX,Designer → UI/UX
1220,73,72,98,5,7,8,8,7,4,72,Lawyer,Criminal Law,Lawyer → Criminal Law
1221,94,89,85,6,7,8,5,7,6,84,Engineer,Aerospace,Engineer → Aerospace
1222,78,69,88,8,7,8,7,7,4,78,Lawyer,Corporate Law,Lawyer → Corporate Law
1223,73,78,93,6,7,9,9,9,5,76,Business,Consulting,Business → Consulting
1224,77,90,77,6,8,8,7,8,2,77,Teacher,English,Teacher → English
1225,100,92,83,4,7,10,5,5,3,82,Engineer,Mechanical,Engineer → Mechanical
1226,80,70,82,10,8,7,6,8,5,81,Designer,Graphic Design,Designer → Graphic Design
1227,85,57,80,6,7,10,7,7,5,71,Lawyer,Corporate Law,Lawyer → Corporate Law
1228,91,85,69,3,9,8,5,7,4,73,Scientist,Research,Scientist → Research
1229,83,59,87,8,6,10,8,7,4,76,Lawyer,Public Interest,Lawyer → Public Interest
1230,99,98,68,5,8,8,7,8,3,82,Engineer,Aerospace,Engineer → Aerospace
1231,62,55,70,8,9,7,7,7,5,66,Designer,Fashion,Designer → Fashion
1232,76,80,83,5,7,8,7,6,5,74,Lawyer,IP Law,Lawyer → IP Law
1233,85,91,67,5,6,10,5,6,6,77,Engineer,Computer Science,Engineer → Computer Science
1234,99,87,74,7,8,9,4,7,4,85,Engineer,Aerospace,Engineer → Aerospace
1235,61,52,77,10,10,7,9,7,6,68,Designer,Graphic Design,Designer → Graphic Design
1236,97,85,85,5,10,10,5,6,2,81,Scientist,Research,Scientist → Research
1237,87,97,66,6,10,8,6,5,3,80,Scientist,Data Science,Scientist → Data Science
1238,75,96,84,5,7,8,7,7,5,78,Doctor,Cardiology,Doctor → Cardiology
1239,86,100,65,5,10,9,7,6,2,78,Scientist,Research,Scientist → Research
1240,85,98,79,3,6,9,8,7,2,78,Doctor,Neurosurgery,Doctor → Neurosurgery
1241,85,91,72,5,6,9,6,5,6,78,Engineer,Chemical,Engineer → Chemical
1242,95,80,80,7,9,9,4,7,4,82,Engineer,Civil,Engineer → Civil
1243,91,79,74,5,9,9,6,6,6,75,IT Professional,Data Science,IT Professional → Data Science
1244,93,81,83,5,9,8,8,6,4,80,IT Professional,Software Development,IT Professional → Software Development
1245,85,80,85,4,7,9,4,6,6,75,Engineer,Electrical,Engineer → Electrical
1246,70,54,83,8,10,6,7,9,3,70,Designer,Game Design,Designer → Game Design
1247,83,67,81,8,8,10,8,7,6,77,Lawyer,Family Law,Lawyer → Family Law
1248,85,86,74,6,9,8,5,7,2,77,Scientist,Environmental,Scientist → Environmental
1249,80,72,80,5,7,10,7,7,4,72,Teacher,Special Education,Teacher → Special Education
1250,74,56,87,5,8,8,6,6,3,67,Lawyer,Criminal Law,Lawyer → Criminal Law
1251,85,98,65,5,8,8,5,7,6,77,Engineer,Computer Science,Engineer → Computer Science
1252,91,100,88,6,8,8,7,7,2,87,Doctor,General Medicine,Doctor → General Medicine
1253,76,66,75,10,6,8,9,9,4,77,Business,Entrepreneurship,Business → Entrepreneurship
1254,97,100,68,3,8,9,4,6,5,79,Scientist,Biology,Scientist → Biology
1255,91,91,79,4,7,8,4,6,4,79,Engineer,Computer Science,Engineer → Computer Science
1256,77,61,90,5,9,9,7,7,6,70,Lawyer,Corporate Law,Lawyer → Corporate Law
1257,85,89,77,4,8,7,6,5,5,76,Engineer,Civil,Engineer → Civil
1258,90,87,65,6,9,7,5,5,3,78,Scientist,Environmental,Scientist → Environmental
1259,90,86,79,6,6,8,7,7,4,80,Engineer,Chemical,Engineer → Chemical
1260,92,89,65,5,9,7,4,6,3,77,Scientist,Biology,Scientist → Biology
1261,92,86,72,5,7,8,5,8,5,77,Engineer,Electrical,Engineer → Electrical
1262,85,92,60,6,6,10,5,5,3,77,Engineer,Aerospace,Engineer → Aerospace
1263,90,98,90,4,8,8,7,10,5,82,Doctor,Cardiology,Doctor → Cardiology
1264,80,86,85,7,8,9,6,7,4,81,Scientist,Research,Scientist → Research
1265,75,81,89,6,9,10,9,7,5,75,Teacher,Special Education,Teacher → Special Education
1266,73,63,84,10,10,7,8,7,5,78,Designer,Architecture,Designer → Architecture
1267,70,76,92,8,6,10,6,5,5,77,Lawyer,IP Law,Lawyer → IP Law
1268,73,76,78,7,9,10,9,7,4,74,Teacher,Special Education,Teacher → Special Education
1269,74,62,92,7,6,8,6,7,6,73,Lawyer,IP Law,Lawyer → IP Law
1270,76,75,84,8,8,9,6,6,6,78,IT Professional,AI/ML,IT Professional → AI/ML
1271,90,94,85,3,6,8,7,8,3,79,Doctor,General Medicine,Doctor → General Medicine
1272,82,59,98,6,8,8,7,8,4,73,Lawyer,Family Law,Lawyer → Family Law
1273,98,80,65,7,6,8,7,6,4,80,Engineer,Civil,Engineer → Civil
1274,76,71,81,8,7,10,9,7,6,76,Lawyer,Corporate Law,Lawyer → Corporate Law
1275,81,90,65,5,8,8,6,6,5,75,IT Professional,AI/ML,IT Professional → AI/ML
1276,69,75,90,7,10,7,6,6,5,76,Designer,Fashion,Designer → Fashion
1277,78,76,79,6,7,6,6,6,6,74,IT Professional,Data Science,IT Professional → Data Science
1278,93,83,76,4,7,10,5,8,5,76,Engineer,Mechanical,Engineer → Mechanical
1279,57,50,79,10,9,7,7,8,6,68,Designer,Fashion,Designer → Fashion
1280,96,80,85,3,8,7,5,7,3,76,Engineer,Chemical,Engineer → Chemical
1281,87,85,81,8,10,8,6,6,6,84,IT Professional,Data Science,IT Professional → Data Science
1282,73,61,83,7,10,5,7,9,3,71,Designer,UI/UX,Designer → UI/UX
1283,83,68,90,10,6,9,7,7,5,83,Business,Consulting,Business → Consulting
1284,77,68,86,9,7,8,8,9,6,80,Business,Finance,Business → Finance
1285,79,64,74,7,7,10,7,9,6,72,Business,Entrepreneurship,Business → Entrepreneurship
1286,87,80,63,4,9,10,7,8,6,70,Engineer,Computer Science,Engineer → Computer Science
1287,100,80,69,7,8,9,7,5,4,81,Engineer,Aerospace,Engineer → Aerospace
1288,78,70,82,7,9,6,6,6,5,75,IT Professional,UI/UX,IT Professional → UI/UX
1289,77,88,83,6,6,8,7,8,5,78,Doctor,Psychiatry,Doctor → Psychiatry
1290,85,70,85,8,7,6,7,6,4,79,IT Professional,UI/UX,IT Professional → UI/UX
1291,96,94,75,3,10,8,6,5,3,78,Scientist,Physics,Scientist → Physics
1292,70,73,86,9,10,6,8,8,3,78,Designer,Industrial,Designer → Industrial
1293,65,61,89,6,7,10,7,6,5,68,Lawyer,Public Interest,Lawyer → Public Interest
